"","prod_name","title","reviewer","review","date","ratings","type_of_purchase"
"1698","amazon-essentials-classic-fit-cargo-short","ottimo","amazon customer","buono",2023-08-23,4,"verified purchase"
"1699","amazon-essentials-classic-fit-cargo-short","product as shown","arno","fits comfortable seems well made cargo pockets button up so you do not lose items  put away until ",2023-07-03,5,"verified purchase"
"1700","amazon-essentials-classic-fit-cargo-short","schnelle lieferung gut verpackt entspricht meinen erwartungen sehr zufrieden mit der leistung","fran","sehr gute qualitt preis und leistung sehr gut jederzeit wieder",2024-02-02,5,"verified purchase"
"1701","adidas-mens-ent22-shorts-black","parfait","paget ludovic","lger trs beau je lai vite adopt",2024-01-21,4,"verified purchase"
"1702","adidas-mens-ent22-shorts-black","gutes material und angenehm zu tragen","lukas","die adidas heeren shorts sind wirklich fantastisch sie sind extrem bequem und bieten eine hervorragende passform das material ist von hoher qualitt und fhlt sich angenehm auf der haut an auerdem gefllt mir das schlichte aber stilvolle design die shorts sind vielseitig einsetzbar und eignen sich sowohl fr das training als auch fr den alltag",2023-11-07,5,"verified purchase"
"1703","adidas-mens-ent22-shorts-black","to small","tomasz majewski","nice lightweight shorts but size is to smallneed buy aboy  sizes bigger",2023-03-16,5,"verified purchase"
"1704","adidas-mens-ent22-shorts-black","conforme  ma commande","bruno","utiliser pour la sale de sport jaime sa souplesse li  la matire qui est trs fine ample sans tre gros",2023-10-15,3,"verified purchase"
"1705","adidas-mens-ent22-shorts-black","decisamente poverini","marinella s","molto corti e il tessuto vale poco",2024-01-18,3,"verified purchase"
"1706","adidas-mens-ent22-shorts-black","pantaloncino estivo adidas","fabio","molto semplicebello ma molto leggeropeccato sia privo di tascheva bene che costa poco ma almeno una tasca  d obbligo per tutto sommato buon materiale",2023-12-28,3,"verified purchase"
"1707","adidas-mens-ent22-shorts-black","angenehm","hasso","schner short bisschen eng geschnitten wenn man breite oberschenkel hat aber ansonsten ziemlich passend",2024-02-05,5,"verified purchase"
"1708","adidas-mens-ent22-shorts-black","buono per essere un prodotto base","mr tech","ottimo prezzo  euro per un pantaloncino adidas utilizzato gi  volte elavato in lavatrice senza problemi veste comodo per essere una m e non cadene prender sicuramente un altro se trovo di nuovo lofferta",2023-11-15,3,"verified purchase"
"1709","adidas-mens-ent22-shorts-black","adidas cest la classe","kirikiki","pour mes sances de fitness et muscumoiti prix que en magasin nickel perso taille m nickel moi homme  m  kgje vais en recommander deux autres rouge et blanc moins cher pour faire le roulement entre les sancesne pas hsiter",2023-11-15,4,"verified purchase"
"1710","adidas-mens-ent22-shorts-black","pantalones cortos adidas","kirikiki","quedan sper bien los recomiendo",2024-02-14,5,"verified purchase"
"1711","adidas-mens-ent22-shorts-black","belli","eli","bei pantaloni come in foto taglia l giusta",2024-02-15,4,"verified purchase"
"1712","adidas-mens-ent22-shorts-black","buono","claudio a","misure giuste",2024-02-18,4,"verified purchase"
"1713","adidas-mens-ent22-shorts-black","gut","manfred ladwig","echt super",2024-02-18,4,"verified purchase"
"1714","adidas-mens-ent22-shorts-black","original","nuno martins","bem leves sem bolsos mas confortveis",2024-02-09,5,"verified purchase"
"1715","adidas-mens-ent22-shorts-black","non ha le tasche","mauro","bei pantaloni ma non hanno le tasche",2024-01-15,5,"verified purchase"
"1716","adidas-mens-ent22-shorts-black","buon prodotto","daniele","tutto ok",2024-02-17,4,"verified purchase"
"1717","adidas-mens-ent22-shorts-black","sin bolsillos","miguel grimaldo nio","bien pero sin bolsillos",2024-01-17,5,"verified purchase"
"1718","adidas-mens-ent22-shorts-black","belli","nurse","belli e comodi",2024-02-16,4,"verified purchase"
"1719","adidas-mens-ent22-shorts-black","perfetti","cliente amazon","il prodotto  arrivato nei tempi stabiliti e in condizioni perfette",2024-02-06,5,"verified purchase"
"1720","adidas-mens-ent22-shorts-black","preise leistung passt","muslim karimi","fr  ne toppe training kurze hose",2024-02-02,5,"verified purchase"
"1721","adidas-mens-ent22-shorts-black","leggeri","claudia","leggeri",2024-02-16,4,"verified purchase"
"1722","adidas-mens-ent22-shorts-black","ottimo prodotto","giuseppe","ottimo prodotto",2024-02-11,5,"verified purchase"
"1723","adidas-mens-ent22-shorts-black","sporthose","kkw","leider habe ich zu gro bestellt an der qualitt habe ich nichts aus zu setzen",2024-01-30,5,"verified purchase"
"1724","adidas-mens-ent22-shorts-black","pantaloncini","michele dalessandro","un pelo pi stretti rispetto alla taglia originale ma ottimo prodotto",2024-01-21,4,"verified purchase"
"1725","adidas-mens-ent22-shorts-black","shorts adidas","a","qualit adidas  poliestere ottimo con laccetto interno bello doppio e resistentesono alto xkgpalestrato e ho preso una m per avere un effetto un po pi sagomato veste un po largo quindi direi se vi piace che sia comodoche  come  stato concepito prendete la vostra taglia",2023-11-20,5,"verified purchase"
"1726","adidas-mens-ent22-shorts-black","ok","antonio peralta","ottimo qualit prezzo",2023-12-23,4,"verified purchase"
"1727","adidas-mens-ent22-shorts-black","comodi","tia","ben fatti",2023-12-22,4,"verified purchase"
"1728","adidas-mens-ent22-shorts-black","come se non ci fossero","andrea mameli","perfetti in palestra comodissimi",2024-01-23,4,"verified purchase"
"1729","adidas-mens-ent22-shorts-black","good","awsome reviewer","good feel confirtable",2024-01-21,5,"verified purchase"
"1730","adidas-mens-ent22-shorts-black","ottimo rapporto prezzo qualit","maurizio","ottimo rapporto prezzo qualit",2023-12-12,4,"verified purchase"
"1731","adidas-mens-ent22-shorts-black","buena calidad","georgi","son muy buena calidad son finitos justo para hacer deporte lo que busco en unos pantalones",2023-11-26,4,"verified purchase"
"1732","adidas-mens-ent22-shorts-black","muito bom","amz customer","muito bom",2024-01-06,4,"verified purchase"
"1733","adidas-mens-ent22-shorts-black","fantastico","cliente amazon","la spedizione nei tempi previsti i pantaloncini si presentano in una scatola amazon dentro un sacchettino trasparente dell adidas il colore  bellissimo dalla foto il grigio sembrava pi smorto invece  bello pieno e intenso davvero belli molto soddisfatta",2023-12-13,5,"verified purchase"
"1734","adidas-mens-ent22-shorts-black","prezzo top","erica","ottimo rapporto qualit prezzopresi in sconto",2024-01-08,5,"verified purchase"
"1735","adidas-mens-ent22-shorts-black","qualitt gut","simon","qualitt sehr gut aber da der stoff recht dnn ist dringt der schwei da leicht durch ",2023-12-30,5,"verified purchase"
"1736","adidas-mens-ent22-shorts-black","pflegeleicht","mike boroncelli","praktisch funktionell und schnelltrocknend ideal zum trainieren im fitnessstudio",2023-12-19,5,"verified purchase"
"1737","adidas-mens-ent22-shorts-black","perfectos","nico","talla perfecta",2023-12-31,4,"verified purchase"
"1738","adidas-mens-ent22-shorts-black","es un bsico tela para verano","cliente amazon","es un regalo no puedo saber si cumple o lo lo deseado hasta navidades q lo entregue",2023-12-08,5,"verified purchase"
"1739","adidas-mens-ent22-shorts-black","bonito","ross","muy bien para verano",2023-12-18,5,"verified purchase"
"1740","adidas-mens-ent22-shorts-black","gute qualitat","amazon kunde","mein sohn ist sehr zufrieden",2023-12-27,5,"verified purchase"
"1741","adidas-mens-ent22-shorts-black","gut","anni ","gute qualitt und verarbeitunggut fr den sportunterricht",2023-12-31,4,"verified purchase"
"1742","adidas-mens-ent22-shorts-black","passt","pit","gute qualitt passt super",2023-11-29,5,"verified purchase"
"1743","adidas-mens-ent22-shorts-black","buono","roby","buon prodotto anche se si  rovinato abbastanza subito leggero e di buon colore peccato per i fili che si sfilano in complesso se non fosse per il prezzo un tantino alto lo comprerei di nuovo",2023-10-11,4,"verified purchase"
"1744","adidas-mens-ent22-shorts-black","molto bello","walter","tutto perfetto ",2023-12-23,4,"verified purchase"
"1745","adidas-mens-ent22-shorts-black","pantalones deportivos adidas","josu","no me ha gustado que no lleve bolsillos en los laterales al igual que otros que compr al mismo precio por lo dems bien",2024-01-30,5,"verified purchase"
"1746","adidas-mens-ent22-shorts-black","wie angegossen","simon","passt wie angossen und ist top fr den sport an warmen tagen",2023-12-13,3,"verified purchase"
"1747","adidas-mens-ent22-shorts-black","nice fitting","adidas","nice fitting smooth",2023-12-19,5,"verified purchase"
"1748","adidas-mens-ent22-shorts-black","sitzt gut qualitt des stoffes ist oke","amazon kunde","schnitt ist gut stoff ist okay insgesamt zufriedenstellend",2023-11-11,5,"verified purchase"
"1749","adidas-mens-ent22-shorts-black","schlichte hose ohne taschen von guter qualitt","marcy jackson","die gelieferte hose ist vom design her schlicht aber die qualitt ist sehr gut",2023-12-03,4,"verified purchase"
"1750","adidas-mens-ent22-shorts-black","agrable","allo le monde ","sa conception lgre et respirante offre un grand confort pendant mes activits sportives de plus le style classique dadidas ajoute une touche de modernit  mon look athltique je le recommande vivement pour ceux qui recherchent un short alliant confort et style",2023-07-09,5,"verified purchase"
"1751","champion-pockets-granite-heather-4x-large",NA,"amazon customer","i like them theyre comfortable and long enough but not too long they do make me feel like my ass crack is always showing though still great especially for the price",2023-12-31,4,"verified purchase"
"1752","champion-pockets-granite-heather-4x-large",NA,"michael stacey","great in warmer weather although could  be cut a bit less baggy",2020-08-09,5,"verified purchase"
"1753","champion-pockets-granite-heather-4x-large",NA,"connor","cut is way too large defiantly order  size down fabric lacks quality for the money that was paid",2021-08-24,3,"verified purchase"
"1754","champion-pockets-granite-heather-4x-large",NA,"trevor pierce","the multi coloured red band which which is so attractive in the photos has been replaced by a plain black elastic waistbandmaterial also looks cheap",2020-10-11,5,"verified purchase"
"1755","champion-pockets-granite-heather-4x-large",NA,"ada di gian","took them out of the bag and noticed that the interlocked thread was just there and not incorporated in the banding  my guess is when they were sewing in the elastic band the bobbin thread had run out because i can see the double punch but there isnt any thread on the backsidethese used to be quite goodly made when they switched to the exposed elastic against the skin instead of seeing it into the top hem the quality went downhill im afraid",2021-04-25,4,"verified purchase"
"1756","champion-pockets-granite-heather-4x-large",NA,"tony","just as expected but maybe a little to large compared to european sizes by the way very comfortable and feel nice when wearing it indeed i have ordered another pair",2023-04-21,3,"verified purchase"
"1757","champion-pockets-granite-heather-4x-large",NA,"curtie","too big",2021-10-20,1,"verified purchase"
"1758","champion-pockets-granite-heather-4x-large",NA,"curtie","great shorts however the size is more like xl instead of being xlbe aware when ordering and probably order two sizes smaller",2020-11-03,1,"verified purchase"
"1759","champion-pockets-granite-heather-4x-large",NA,"lastore","cheap stitching that has frayed already was straight navy not red and blue as pictured",2020-01-22,1,"verified purchase"
"1760","champion-pockets-granite-heather-4x-large",NA,"jeff bezos","great shorts with a good fit and a fair price very comfortable to wear",2019-11-08,5,"verified purchase"
"1761","champion-pockets-granite-heather-4x-large",NA,"amazon customer","well made  cotton knit so stretchy and comfortable for exercise or lounging",2023-12-31,4,"verified purchase"
"1762","champion-pockets-granite-heather-4x-large",NA,"michael stacey","fit was way too big brought a large would only just for if ur an xl",2020-08-09,5,"verified purchase"
"1763","champion-pockets-granite-heather-4x-large",NA,"george","fits good",2021-05-19,3,"verified purchase"
"1764","champion-pockets-granite-heather-4x-large",NA,"elijah","good baggy fit and very comfy material",2020-07-12,5,"verified purchase"
"1765","champion-pockets-granite-heather-4x-large",NA,"damien henson","comfortable and looks pretty good too",2021-08-29,2,"verified purchase"
"1766","champion-pockets-granite-heather-4x-large",NA,"zara","strong fabric like a jersey not much stretch  ok",2020-11-07,5,"verified purchase"
"1767","champion-pockets-granite-heather-4x-large",NA,"paul meikle","exactly as advertised",2020-12-06,5,"verified purchase"
"1768","champion-pockets-granite-heather-4x-large",NA,"lorraine madigantrowse","home ware",2020-04-28,5,"verified purchase"
"1769","champion-pockets-granite-heather-4x-large",NA,"marvinlamond","too large horrible scratchy fabric",2020-12-29,5,"verified purchase"
"1770","champion-pockets-granite-heather-4x-large",NA,"amazon customer","these shorts are absolutely terrible i just threw them in the bin i couldnt even be bothered to return themthe material is horrible theyre like an old pair of school uniform shorts but worsethey arent jersey material at allworst amazon purchase yet",2021-01-06,5,NA
"1771","champion-pockets-granite-heather-4x-large","they do their job","amazon customer","go a size downi should have brought xlarge instead of xlargethe cord is strange ",2023-12-31,4,"verified purchase"
"1772","champion-pockets-granite-heather-4x-large","seems very well made","michael stacey","i got thesenot my girlbutshe loves em tooso dont be like a tategirls are awesomeand so are these shorts",2020-08-09,5,"verified purchase"
"1773","champion-pockets-granite-heather-4x-large",NA,"graeme","brought  hubby after melbourne lock down happy man",2022-04-01,3,"verified purchase"
"1774","champion-pockets-granite-heather-4x-large",NA,"dusko males","nice comfy shorts",2023-01-29,1,"verified purchase"
"1775","champion-pockets-granite-heather-4x-large",NA,"rose","purchased as a gift with matching hoody good quality",2020-11-23,5,"verified purchase"
"1776","champion-pockets-granite-heather-4x-large",NA,"rose"," stars",2021-01-30,5,"verified purchase"
"1777","champion-pockets-granite-heather-4x-large",NA,"toni","i bought this for my daughter that fit well and a comfortable",2022-01-01,5,"verified purchase"
"1778","champion-pockets-granite-heather-4x-large",NA,"steve k","a bit bigger than expected but bonus having the drawstring my son is a small in most clothes and these are still quite big around the waist for him without using the cord wash well and comfy",2021-07-08,5,"verified purchase"
"1779","champion-pockets-granite-heather-4x-large",NA,"damian b","i like the fact that these shorts are actually made of cotton unlike others on the market quality feels good but ask me again in a couple of years and i will tell you how they have coped with repeated washes",2020-09-13,5,"verified purchase"
"1780","champion-pockets-granite-heather-4x-large",NA,"fiona blaney","these are my new favorite workout shorts",2022-12-31,5,NA
"1781","champion-pockets-granite-heather-4x-large","sello godin de oro","amazon customer","tldr excelentes shorts de uso diario no son apretados ni tan sueltos vienen de la talla correcta y aguantan lavada tras lavada sin perder la forma ni el color un producto que vale ms de lo que cuestaactualizacin  estamos en cuarentena por el covid y estos shorts siguen como nuevos es mas necesito  pares nuevos para los otros dasmis estndares para shorts deportivos son muy simples para empezar no soy un atleta soy godin comn y corriente que lo primero que hace al llegar a la casa es ponerse este tipo de shorts para ver netflix usar la computadora o la consola para relajarme un rato mi experiencia en relajamiento post trabajo me ha llevado a apreciar la ropa deportiva como la ms adecuada para sentarse cmodamente en un sofdespus de varios meses de uso puedo decir que son shorts de gran calidad la talla es la correcta y no son ajustados ni de la cintura entrepierna ni del muslo  tampoco quiere decir que son sper sueltos simplemente son perfectoslo primero que pens al comprarlos es que perderan el color despus de la tercera lavada venga por el precio dudo que sea el nico que pens esto pero fue una grata sorpresa ver que no han cambiado en lo ms mnimo y ya van varias aguantan el uso rudo de la lavadora y la secadora sin ningn problema de estiramientos desgarre o perdida de colorun gran plus es que no son nada calurosos viviendo en el puerto de veracruz esto es algo muy importantees un producto que sinceramente vale ms de lo que cuesta y sinceramente no te arrepentirs",2023-12-31,4,"verified purchase"
"1782","champion-pockets-granite-heather-4x-large","short dcontract","michael stacey","produit agrable  porter",2020-08-09,5,"verified purchase"
"1783","champion-pockets-granite-heather-4x-large","great casual shorts for exercise","emilio alcolea","comfortable material and non restricting",2019-10-21,3,"verified purchase"
"1784","champion-pockets-granite-heather-4x-large","buoni e sportivi","folio laurent","sono pantaloncini da allenamento",2023-11-27,5,"verified purchase"
"1785","champion-pockets-granite-heather-4x-large","great quality fits a little large","elvin tan","i usually purchase xl shorts and often theyre still a little tight on certain areas these were a pleasant surprise the length of the legs are a little short stopping at just above the knee but the fit itself is great and the waist actually fits loose compared to other xl shorts the quality is very good and the pockets are large and snugi plan on buying more of these although i might need to go down to an l instead of getting more xls im not sure the shorts stretch out well but you cant really tighten them as the elastic band is kept on the inside of the shorts and isnt two separate cords that can be easily tied together going down a size may be necessary",2023-08-27,4,"verified purchase"
"1786","champion-pockets-granite-heather-4x-large","empfehlenswert","guido leonardo celsi","gut",2023-08-13,5,"verified purchase"
"1787","champion-pockets-granite-heather-4x-large","passt gut und ist aus baumwolle","davy kent","habe vorher viele basketballshorts ausprobiert und was aufgrund des hohen synthetikanteils immer enttuschtzu dem preis kann man meiner meinung nach nichts besseres erwarten es ist ein markenprodukt die qualitt stimmt auch nach mehreren wschen",2019-05-08,5,"verified purchase"
"1788","champion-pockets-granite-heather-4x-large","my husbands favourite shorts","nati","these are my husbands favourite summer shorts they are quite thin and cotton so they are cool and breathable he hates synthetic fabrics that claim to breathe  they dont these do again they are quite thin  but that is something he like about them more for home and gym bought multiple pairs",2021-07-29,5,"verified purchase"
"1789","champion-pockets-granite-heather-4x-large","very comfortable","amazon kunde","these shorts are great be it for working out at the gym or lounging around the housethe pockets are a good size too so you shouldnt have to worry about things falling out when you sit down",2019-10-13,5,"verified purchase"
"1790","champion-pockets-granite-heather-4x-large","correct mais pas extraordinaire","amazon customer","le short en jersey de champion offre un confort dcent et une esthtique dcontracte qui en font un choix raisonnable pour les activits sportives ou les journes dcontractesla qualit du tissu en jersey est satisfaisante offrant une lgret agrable et une respirabilit convenable cela en fait un choix confortable pour les journes chaudes ou les sances dentranement dcontractesla marque champion apporte une touche de style dcontract au short le logo discret ajoute une certaine authenticit et la varit de couleurs disponibles permet de lassocier facilement  dautres tenues sportivesla coupe est plutt dcontracte offrant une grande libert de mouvement cependant pour certains cela pourrait tre peru comme un peu trop ample surtout si lon prfre des coupes plus ajustesla durabilit du short est acceptable il rsiste bien aux lavages rpts mais la qualit du jersey pourrait tre renforce pour garantir une plus grande longviten rsum le short en jersey de champion est un choix dcent pour ceux qui recherchent un short dcontract et confortable cependant il pourrait bnficier dune amlioration de la durabilit et de la coupe pour rpondre aux prfrences individuelles",2023-07-13,5,"verified purchase"
"1791","champion-pockets-granite-heather-4x-large","justo lo que esperaba","amazon customer","el color es el mismo de las imgenes la talla es exacta y la calidad es muy buena",2023-12-31,4,"verified purchase"
"1792","champion-pockets-granite-heather-4x-large","great","michael stacey","great",2020-08-09,5,"verified purchase"
"1793","champion-pockets-granite-heather-4x-large","buen jogger corto","uli mendoza","estupendo pantaln corto de tejido jersey queda ideal y es de algodn muy transpirable y fresco largo hasta casi la rodilla",2020-01-11,3,"verified purchase"
"1794","champion-pockets-granite-heather-4x-large","nice shorts","yt","shorts are really nice and comfortable however if you have pets you should know that pet hair stick to them badly im constantly using the sticky roller on them",2020-09-21,5,"verified purchase"
"1795","champion-pockets-granite-heather-4x-large","para hacer ejercicio","fontcalda gandesa","util",2023-08-07,5,"verified purchase"
"1796","champion-pockets-granite-heather-4x-large","fit comfortable and seem to wear well","lynne","have had a heck of a time finding shorts that i like online finally found these made for the larger man well constructed very comfortable and so far no pilling will buy again heck this is the rd pair all different colors highly recommended",2023-01-11,5,"verified purchase"
"1797","champion-pockets-granite-heather-4x-large","a simple pair of shorts well executed","magic","a few years ago i was looking for some simple inexpensive comfortable and cool shorts to wear around the house i had plenty of dress shorts for going out in warm weather but for at home i wanted something more comfortable for home activities i was in a store that was carrying champion brand sports clothing and found these  jersey shorts with pockets id had this type of shorts in the past but the champions are made with hand pockets on the front they werent expensive and looked easy to care for so i bought a couple to try them out long story short i was completely sold these champion shorts are all that i was looking for inexpensive wellmade cool extremely comfortable that jersey stretch easy to care for and the added bonus of the front pockets this current order was my second through amazon which made it so easy to find the exact ones i wanted in this past year of the pandemic everyones stock has been affected it doesnt matter what you are trying to find i highly recommend these champion jersey shorts if you want cool comfortable and easy to take care of summer leisure wear",2021-02-03,4,"verified purchase"
"1798","champion-pockets-granite-heather-4x-large","cmodo","conradk","es cmodo para estar en casa o para ir al gimnasioun poco largo pero no afecta en nadabuen material",2019-07-16,5,"verified purchase"
"1799","champion-pockets-granite-heather-4x-large","looks ok for the price","bob wilson","acceptable quality and design",2021-06-09,5,"verified purchase"
"1800","champion-pockets-granite-heather-4x-large","good fit good value for money recommended","ivan tec","use for training at gymfor elliptical and for weight training so far great comfortable and good lengthhowever i would not want to use them for running as too long but for gym i like them and like the dark greyi wear a waist size  and these large would not be loose by any stretch around the waist maybe post xmas sizenote only using for two weeks longevity is still untestedwould but again so far",2023-12-02,5,"verified purchase"
"1801","amazon-essentials-2-pack-loose-fit-performance","comodidad","kp","excelentes para hacer ejercicio",2024-01-14,4,"verified purchase"
"1802","amazon-essentials-2-pack-loose-fit-performance","excelente producto","andrew clark","excelente la calidad de la tela y confeccin super cmodo para hacer ejercicio o para descansar de la ropa de trabajo muy recomendable",2020-02-28,5,"verified purchase"
"1803","amazon-essentials-2-pack-loose-fit-performance","excelente relacin calidad precio","aurelio hernandez","el short queda como debe bueno para hacer ejercicio te permite hacer los movimientos sin problema",2023-07-11,3,"verified purchase"
"1804","amazon-essentials-2-pack-loose-fit-performance","cortos y transpirable","piagui","sin duda unos buenos pantalones cortos",2021-08-31,5,"verified purchase"
"1805","amazon-essentials-2-pack-loose-fit-performance","muy buena calidad y excelente precio","juan carlos robles rucobo","no duden en comprar estos shorts vi comentarios que dicen que estan chicos para la talla otros que la tela es demasiado delgada y que no tienen forro pues no resulta que s son ajuste holgado como dice la descripcion la tela no es demasiado delgada es casi igual o igual que unos old navy o champion de la misma gama y si tienen forro los recomiendo ampliamente mas que nada por el precio excelentsima opcion para el gym o casamido  y peso  kg me considero de piernas bastante anchas y no tueve ningn problema con los xl",2022-04-25,5,"verified purchase"
"1806","amazon-essentials-2-pack-loose-fit-performance","excellent two pairs of shorts with pockets","torituiw","i bought these on a warehouse deal for  and they are excellent value they are soft feel and have pockets they dont cut into your waist and are comfortable they wash easily and dry quickly too good value especially on offer take time to search through coloursize options for deals word on size i normally buy shorts in xl these were a perfect fit in large check the size guide before buying",2023-08-19,5,"verified purchase"
"1807","amazon-essentials-2-pack-loose-fit-performance","comfortable shorts","david s","great fit and value for money",2023-05-16,5,"verified purchase"
"1808","amazon-essentials-2-pack-loose-fit-performance","resea","kindle customer","en mi pedido lleg mal etiquetado una prenda tena etiqueta l pero otro estampado y la talla real era xl contact a servicio a clientes y se resolvi sin mayor problemafuera de eso la relacin calidadprecio es buena la talla de ajusto como esperaba sin duda volvera a comprar ropa de est marca",2023-10-13,5,"verified purchase"
"1809","amazon-essentials-2-pack-loose-fit-performance","good product bad colors","amazon customer","i like the loose fit easy to tie material is light and comfortablepockets are okbut i do have  complaintthe choices of color dont make sense to methey have  light color and a dark color pairingfor shorts this is not very useful since dark colors are winter color and cant be worn in the summersince they absorb all the suns energy and act like an ovensince these are shorts and made for summer they should be paired light grey and light beigeits impossible for me to use the dark ones outdoors in the summer timeand dark colors in general are not healthy they tend to contribute to pimples and infections if you have a wound and dark pants can cause to infertility for men since they are cooking their family joulesi know what your thinkingthen why do we see black spandex and blue jeans in the summermy answer in my opinion is that the people making and wearing them are simply going though the motions daily without ever thinkingblue jeans in the summer is insane they will make  hours outside feel like hours and make you as grumpy and tired as a sweaty old manso they should not even have considered making shorts or short sleeved summer clothes in dark colorsso my dark ones are going to be used indoors in the winter onlywhite light grey or very light beige are the only colors that should be used for summer clothesunless you like sufferingthat is my nice and cool opinion psif you doubt my statements do a test wear blue jeans outside one day this summer and then switch to light beige pantsyou will never wear dark clothes in the summer time again and be much happier for it ",2023-12-21,5,"verified purchase"
"1810","amazon-essentials-2-pack-loose-fit-performance","solid workout companion with minor quality reservations","angel mtz","these mens performance tech loosefit shorts have proven to be a reliable choice for my workout needs as someone whos active and hits the gym regularly finding comfortable and breathable workout shorts is crucial and these shorts deliver on those frontsthe fit is on point  not too snug not too loose  providing the freedom of movement necessary for various exercises i appreciate the comfort they offer during my workout sessions ensuring i can focus on pushing myself without any unnecessary distractionsbreathability is another highlight the fabric allows for ample ventilation helping to keep me cool and comfortable even during intense workouts this is a crucial factor for me especially in the warmer monthshowever i did notice that the material used isnt of the highest quality while these shorts get the job done you can tell they might not withstand heavy wear and tear over the long term its a minor concern considering their affordable price point and the fact that they do perform well during workoutsin conclusion these mens performance tech loosefit shorts have become a staple in my workout wardrobe they excel in fit comfort and breathability ticking off the boxes i consider most important while the material quality isnt topnotch these shorts still represent great value for their performance if youre looking for dependable workout shorts without breaking the bank these are a solid choice",2020-07-28,4,"verified purchase"
"1811","amazon-essentials-2-pack-loose-fit-performance","cmodos  buena calidad y precio","kp","bastante buenos muy cmodos para toda hora  calidad preciollego en el tiempo acordado",2024-01-14,4,"verified purchase"
"1812","amazon-essentials-2-pack-loose-fit-performance","excelente producto en relacin calidadprecio","andrew clark","el producto es excelente es cmodo duradero y muy buena relacin calidadprecio pero tuve un inconveniente que me impide colocarle las  estrellas y es que me lleg con insectos el paquete supongo no es falla del proveedor pero en algn lugar se le colaron los bichos",2020-02-28,5,"verified purchase"
"1813","amazon-essentials-2-pack-loose-fit-performance","buenos shorts","uriel carmona ortega","son resistentes y ligeros para el gimnasio la tela no es de la mejor calidad pero dado que es un paquete de  vale la pena",2023-06-06,3,"verified purchase"
"1814","amazon-essentials-2-pack-loose-fit-performance","buen producto","fuentes rodriguez mario augusto","para su precio es bastante decente",2023-07-05,4,"verified purchase"
"1815","amazon-essentials-2-pack-loose-fit-performance","gut und gnstig nur das hosengummi knnte strammer sein","crmn r","insgesamt bin ich mit der hose zufrieden sie ist bequem und man kann sich gut in ihr bewegen allerdings knnte fr meinen geschmack das hosengummi etwas strammer sitzen  beim training rutsch mir die hose aber auch nicht herunter ist also vielleicht mehr kopfsache ich nutze die trainingshose frs crossfit und das macht sie gut mit ich finde das preisleistungsverhltnis sehr gut und wrde die hose wieder kaufen",2022-07-13,3,"verified purchase"
"1816","amazon-essentials-2-pack-loose-fit-performance","cmodos y a buen precio","carlos prez tovar","super buenos para cualquier actividad fsica o andar en casa bastante cmodos",2020-12-26,4,"verified purchase"
"1817","amazon-essentials-2-pack-loose-fit-performance","un po grandi ma belli","dean divine","un po grandi ho sbagliato misura ma con il laccio interno si risolve comunque belli e pratici",2024-02-13,4,"verified purchase"
"1818","amazon-essentials-2-pack-loose-fit-performance","topare","daniel","lieferung war pnktlich und einwandfreiem zustand",2023-11-06,4,"verified purchase"
"1819","amazon-essentials-2-pack-loose-fit-performance","excelente","elena","excelente producto me quedo como esperada es mi segunda vez comprando esta marca y me ha salido excelente",2023-09-25,5,"verified purchase"
"1820","amazon-essentials-2-pack-loose-fit-performance","talla ms grande de lo que  parece","thomas t","dem",2023-11-23,5,"verified purchase"
"1821","amazon-essentials-2-pack-loose-fit-performance","unbeatable comfort for active days","kp","the amazon essentials mens performance tech loosefit shorts are a gamechanger for anyone seeking unbeatable comfort and performance during active daysthese shorts are a musthave addition to any workout or casual wardrobe the performance tech fabric is lightweight breathable and moisturewicking ensuring that i stay cool and dry even during intense activitiesthe loosefit design provides ample room for movement making these shorts ideal for running gym workouts sports or simply lounging around on weekendsi love the elastic waistband with a drawstring which ensures a secure and customizable fit it eliminates the worry of constant adjustments allowing me to focus on my activities without any distractionsthe amazon essentials mens performance tech loosefit shorts feature deep side pockets providing a convenient and secure place to store essentials like keys phone or small workout accessoriesthe shorts are wellmade with sturdy stitching ensuring their durability and longevity even with frequent use and washingthe variety of color options allows me to choose the style that suits my taste and the colors are vibrant and maintain their appearance wash after washwhether im hitting the gym going for a jog or just relaxing at home these performance shorts keep me feeling comfortable and confident throughout the dayin conclusion the amazon essentials mens performance tech loosefit shorts are a musthave for anyone seeking ultimate comfort and functionality for active days their performance tech fabric comfortable fit and convenient features make them the ultimate choice for various activities and casual wear if youre looking for versatile shorts that keep you cool and comfortable during workouts or everyday errands these amazon essentials shorts are the perfect fit embrace the ease of movement and practicality for an essential piece of activewear that complements your active lifestyle i highly recommend the amazon essentials mens performance tech loosefit shorts for unmatched comfort and style on all your active days",2024-01-14,4,"verified purchase"
"1822","amazon-essentials-2-pack-loose-fit-performance","perfect for sweating in the gym","andrew clark","i thought that for the price these would be cheap thin and rubbish but theyre really good for the price theyre perfect especially if youre just using them for the gym and  or lounging around in",2020-02-28,5,"verified purchase"
"1823","amazon-essentials-2-pack-loose-fit-performance","buen producto","real deal","solo los uso para estar cmodo en la casa el material no se ve que sea de mucha calidad pero para lo que los uso esta bien",2023-07-27,3,"verified purchase"
"1824","amazon-essentials-2-pack-loose-fit-performance","perfect fitcomfort","stevay","perfect fit and comfort after my hernia surgery",2024-02-13,5,"verified purchase"
