"","prod_name","title","reviewer","review","date","ratings","type_of_purchase"
"1677","Amazon-Essentials-Classic-Fit-Cargo-Short","Excellente qualité, attention aux tailles","Amazon Customer","Taille très grand donc prenez des tailles en dessous. Bonne qualité surtout pour le prix.","Reviewed in the United Kingdom on 13 September 2023","5.0 out of 5 stars","Verified Purchase"
"1678","Amazon-Essentials-Classic-Fit-Cargo-Short","Super","Andrea","Me encantó, de muy buena calidad y muy cómodo.","Reviewed in Italy on 24 January 2024","5.0 out of 5 stars","Verified Purchase"
"1679","Amazon-Essentials-Classic-Fit-Cargo-Short","なかなか質感も良い","User","質感が安っぽくなく悪く有りません値段も安いし言う事ないです色も洗って風合いも出て来ましたバングラディッシュ製で某国ではなく今後もAmazonオリジナルを愛用しようと決めました","Reviewed in France on 10 July 2023","5.0 out of 5 stars","Verified Purchase"
"1680","Amazon-Essentials-Classic-Fit-Cargo-Short","Beaucoup trop grand !","Marcela","Je fais 95cm de tour de taille, j'ai donc pris du 38W (98cm) avec le guide des tailles donné par Amazon. C'est beaucoup trop grand ! Le bermuda fourni fait au moins 3 ou 4 tailles supplémentaires même s'il y a marqué 38 sur l'étiquette..je suis bon pour le renvoyer..Sinon il a l'air plutôt de bonne qualité, dommage..","Reviewed in Mexico on 29 January 2024","5.0 out of 5 stars","Verified Purchase"
"1681","Amazon-Essentials-Classic-Fit-Cargo-Short","No shape","Ellie Marshall","Although the quality was good, I returned these because they were shapeless. Too big and ‘square’ is the best way to describe them.Good price though.","Reviewed in Australia on 13 January 2024","4.4 out of 5 stars","Verified Purchase"
"1682","Amazon-Essentials-Classic-Fit-Cargo-Short","Comodos y prácticos","Samuel V","Los pantalones son muy cómodos, del largo necesario. Tallan bien es una 46 normal. Lo mejor es que son 100% algodón, cosa que cada vez parece más difícil de encontrar","Reviewed in Australia on 23 September 2023","5.0 out of 5 stars","Verified Purchase"
"1683","Amazon-Essentials-Classic-Fit-Cargo-Short","Troppo largo","Biarritz Man","Prodotto di qualità mediocre, ritengo sia troppo largo sulle gambe e ginocchia","Reviewed in the United Kingdom on 24 September 2023","3.0 out of 5 stars","Verified Purchase"
"1684","Amazon-Essentials-Classic-Fit-Cargo-Short","Buen producto","Miguel","De buena calidad, fresco y cómodo","Reviewed in Spain on 12 August 2023","3.0 out of 5 stars","Verified Purchase"
"1685","Amazon-Essentials-Classic-Fit-Cargo-Short","A little baggy!","Marco","Love the style but they are on the baggy side. Not sure if I’d buy again.","Reviewed in Italy on 27 July 2023","5.0 out of 5 stars","Verified Purchase"
"1686","Amazon-Essentials-Classic-Fit-Cargo-Short","36 steht drauf, aber","Josemaría Moreno Balcázar","Trage seit ewigen Zeiten Hosen mit Bundweite 36, daher habe ich auch diese Größe bestellt.Aber, viel viel zu klein/eng um die Hüften, würde sagen entspricht einer 32, wenn überhaupt.Toll von Amazon, verzichtet auf die Rücksendung.Jetzt muss ich nur noch jemanden finden dem die Hose passt und verschenke die Hose dann.","Reviewed in Mexico on 19 October 2023","3.0 out of 5 stars","Verified Purchase"
"1687","Amazon-Essentials-Classic-Fit-Cargo-Short","思ったよりちょっと小さい？","Kelly S.","普段購入するパンツのウエストサイズと同じ物を購入しましたが少し小さく感じました。もしかしたらワンサイズ上で良かったのかもしれません。厚手ですが柔らかいのでそんなにゴワゴワした感じも無く履きやすいと思います。グレー色を選びましたがけっこう暗め（濃いめ）でした。","Reviewed in Canada on 26 October 2023","5.0 out of 5 stars","Verified Purchase"
"1688","Amazon-Essentials-Classic-Fit-Cargo-Short","Great Cargo Shorts","E.G.","Nice and lighter weight shorts than others but the waist size runs a bit small, I would size one up. Feels softer than most and a bit thinner which I prefer.","Reviewed in Germany on 29 September 2023","3.0 out of 5 stars","Verified Purchase"
"1689","Amazon-Essentials-Classic-Fit-Cargo-Short","Spitze 👍","masterpiece","Trägt sich prima. Preis/ Leistung hervorragend 👍","Reviewed in Japan on 30 May 2023","3.0 out of 5 stars","Verified Purchase"
"1690","Amazon-Essentials-Classic-Fit-Cargo-Short","良い買い物でした","A. Trinh","期待通り","Reviewed in the United States on 16 January 2024","4.0 out of 5 stars","Verified Purchase"
"1691","Amazon-Essentials-Classic-Fit-Cargo-Short","Great Value, fit and look great.","Ellie Marshall","Absolutely worth every penny for these shorts.","Reviewed in Australia on 13 January 2024","4.4 out of 5 stars","Verified Purchase"
"1692","Amazon-Essentials-Classic-Fit-Cargo-Short","Buen producto","Samuel V","Me quedo perfecto sin duda comprare en otros colores. La tela es ligeramente grusea 👌","Reviewed in Australia on 23 September 2023","5.0 out of 5 stars","Verified Purchase"
"1693","Amazon-Essentials-Classic-Fit-Cargo-Short","Nice cargo shorts","CHIBEA","Gave these shorts a try and they fit quite well. The camo pattern is much nicer in person than it looks in the ad. Will buy more.","Reviewed in the United States on 16 February 2024","3.0 out of 5 stars","Verified Purchase"
"1694","Amazon-Essentials-Classic-Fit-Cargo-Short","Cargo shorts perfetti","juan hernandez","Ho preso di riferimento la misura di un'altro paio di jeans che avevo (per la misura dei fianchi) e mi vanno perfettamente. Sono molto comodi, un po' spessi ma non eccessivamente. Molto soddisfatto anche considerando il prezzo. Il materiale è resistente però i bottoni mi fanno venire qualche dubbio, secondo me non sono cuciti bene ma sarebbe un problema facile da sistemare ma che comunque ancora non hanno dato difficoltà.","Reviewed in Mexico on 7 February 2024","5.0 out of 5 stars","Verified Purchase"
"1695","Amazon-Essentials-Classic-Fit-Cargo-Short","Seems like manufacturers tape measure has stretched for this batch of navy,","juan hernandez","Bought a pair of Khaki size 34 a couple of years ago, spot on size and still going strong.I am still 34 ins and so ordered size 34. However they were too loose, measuring more like 36 ins.I returned the them via the free local post office drop off and received a replacement pair of ‘size 32w’ next day.  Fortunately  they too were oversize measuring the 34 ins that I wanted, and are a perfect fit !!Full marks to Amazon, they dealt with the manufacturers mislabelling error speedily and efficiently.The shorts are an excellent fit with a soft feel and look as good quality and hard wearing as my previous pair.","Reviewed in Canada on 5 January 2024","5.0 out of 5 stars","Verified Purchase"
"1696","Amazon-Essentials-Classic-Fit-Cargo-Short","Confortable","Donald Gilbert","Bien coupé, confortable, facile à laver.","Reviewed in Italy on 21 July 2023","5.0 out of 5 stars","Verified Purchase"
"1697","Amazon-Essentials-Classic-Fit-Cargo-Short","Muy grande","E","La talla no se ajusta a lo que se menciona en el artículo. La calidad es buena pero no excelente. Lo he devuelto.","Reviewed in the United Kingdom on 29 June 2023","5.0 out of 5 stars","Verified Purchase"
"1698","Amazon-Essentials-Classic-Fit-Cargo-Short","Ottimo","Amazon Customer","Buono","Reviewed in France on 23 August 2023","4.0 out of 5 stars","Verified Purchase"
"1699","Amazon-Essentials-Classic-Fit-Cargo-Short","Product as shown","Arno","Fits, comfortable, seems well made. Cargo pockets button up so you do not lose items.  Put away until 2024","Reviewed in Spain on 3 July 2023","5.0 out of 5 stars","Verified Purchase"
"1700","Amazon-Essentials-Classic-Fit-Cargo-Short","Schnelle Lieferung, gut verpackt entspricht meinen Erwartungen. Sehr zufrieden mit der Leistung.","Fran","Sehr gute Qualität, Preis und Leistung sehr gut. Jederzeit wieder.","Reviewed in Italy on 2 February 2024","5.0 out of 5 stars","Verified Purchase"
"1701","adidas-Mens-ENT22-Shorts-Black","Parfait","paget ludovic","Léger très beau je l'ai vite adopté","Reviewed in France on 21 January 2024","4.5 out of 5 stars","Verified Purchase"
"1702","adidas-Mens-ENT22-Shorts-Black","Gutes Material und angenehm zu tragen","lukas","Die Adidas Heeren Shorts sind wirklich fantastisch! Sie sind extrem bequem und bieten eine hervorragende Passform. Das Material ist von hoher Qualität und fühlt sich angenehm auf der Haut an. Außerdem gefällt mir das schlichte, aber stilvolle Design. Die Shorts sind vielseitig einsetzbar und eignen sich sowohl für das Training als auch für den Alltag.","Reviewed in Germany on 7 November 2023","5.0 out of 5 stars","Verified Purchase"
"1703","adidas-Mens-ENT22-Shorts-Black","To small","TOMASZ MAJEWSKI","Nice lightweight shorts but size is to smallNeed buy aboy 2 sizes bigger","Reviewed in the United Kingdom on 16 March 2023","5.0 out of 5 stars","Verified Purchase"
"1704","adidas-Mens-ENT22-Shorts-Black","Conforme à ma commande","Bruno","Utiliser pour la sale de sport, j'aime sa souplesse lié à la matière qui est très fine, ample sans être gros.","Reviewed in France on 15 October 2023","3.0 out of 5 stars","Verified Purchase"
"1705","adidas-Mens-ENT22-Shorts-Black","Decisamente poverini","Marinella S.","Molto corti e il tessuto vale poco","Reviewed in Italy on 18 January 2024","3.0 out of 5 stars","Verified Purchase"
"1706","adidas-Mens-ENT22-Shorts-Black","Pantaloncino estivo ""Adidas""","fabio","Molto semplice,bello ma molto leggero.Peccato sia privo di tasche.Va bene che costa poco ma almeno una tasca é d' obbligo. Però tutto sommato buon materiale.","Reviewed in Italy on 28 December 2023","3.0 out of 5 stars","Verified Purchase"
"1707","adidas-Mens-ENT22-Shorts-Black","Angenehm","Hasso","Schöner Short. Bisschen eng geschnitten wenn man breite Oberschenkel hat aber ansonsten ziemlich passend","Reviewed in Germany on 5 February 2024","5.0 out of 5 stars","Verified Purchase"
"1708","adidas-Mens-ENT22-Shorts-Black","Buono per essere un prodotto base","Mr Tech","Ottimo prezzo 11 euro per un pantaloncino Adidas. Utilizzato già 5 volte eLavato in lavatrice senza problemi. Veste comodo per essere una M e non cade.Ne prenderò sicuramente un altro se trovo di nuovo l’offerta","Reviewed in Italy on 15 November 2023","3.0 out of 5 stars","Verified Purchase"
"1709","adidas-Mens-ENT22-Shorts-Black","Adidas, c'est la classe","Kirikiki","Pour mes séances de fitness et muscu...Moitié prix que en magasin nickel. Perso taille M nickel. Moi, homme,  1m70, 65 kg.Je vais en recommander deux autres, rouge et blanc (moins cher!) pour faire le roulement entre les séances....Ne pas hésiter....","Reviewed in France on 15 November 2023","4.0 out of 5 stars","Verified Purchase"
"1710","adidas-Mens-ENT22-Shorts-Black","Pantalones cortos adidas","Kirikiki","Quedan súper bien, los recomiendo","Reviewed in Spain on 14 February 2024","5.0 out of 5 stars","Verified Purchase"
"1711","adidas-Mens-ENT22-Shorts-Black","Belli","Eli","Bei pantaloni, come in foto, taglia L giusta.","Reviewed in Italy on 15 February 2024","4.5 out of 5 stars","Verified Purchase"
"1712","adidas-Mens-ENT22-Shorts-Black","Buono","Claudio A.","Misure giuste","Reviewed in Italy on 18 February 2024","4.0 out of 5 stars","Verified Purchase"
"1713","adidas-Mens-ENT22-Shorts-Black","Gut","manfred ladwig","Echt Super","Reviewed in Germany on 18 February 2024","4.0 out of 5 stars","Verified Purchase"
"1714","adidas-Mens-ENT22-Shorts-Black","Original","Nuno Martins","Bem leves, sem bolsos mas confortáveis.","Reviewed in Spain on 9 February 2024","5.0 out of 5 stars","Verified Purchase"
"1715","adidas-Mens-ENT22-Shorts-Black","Non ha le tasche","mauro","Bei pantaloni ma non hanno le tasche","Reviewed in Italy on 15 January 2024","5.0 out of 5 stars","Verified Purchase"
"1716","adidas-Mens-ENT22-Shorts-Black","Buon prodotto","Daniele","Tutto ok","Reviewed in Italy on 17 February 2024","4.0 out of 5 stars","Verified Purchase"
"1717","adidas-Mens-ENT22-Shorts-Black","Sin bolsillos","Miguel Grimaldo Niño","Bien, pero sin bolsillos","Reviewed in Spain on 17 January 2024","5.0 out of 5 stars","Verified Purchase"
"1718","adidas-Mens-ENT22-Shorts-Black","Belli","nurse","Belli e comodi","Reviewed in Italy on 16 February 2024","4.0 out of 5 stars","Verified Purchase"
"1719","adidas-Mens-ENT22-Shorts-Black","Perfetti","Cliente Amazon","Il prodotto è arrivato nei tempi stabiliti e in condizioni perfette.","Reviewed in Italy on 6 February 2024","5.0 out of 5 stars","Verified Purchase"
"1720","adidas-Mens-ENT22-Shorts-Black","Preise Leistung passt","Muslim Karimi","Für 11€ ne toppe Training kurze Hose","Reviewed in Germany on 2 February 2024","5.0 out of 5 stars","Verified Purchase"
"1721","adidas-Mens-ENT22-Shorts-Black","Leggeri","Claudia","Leggeri","Reviewed in Italy on 16 February 2024","4.5 out of 5 stars","Verified Purchase"
"1722","adidas-Mens-ENT22-Shorts-Black","ottimo prodotto","Giuseppe","ottimo prodotto","Reviewed in Italy on 11 February 2024","5.0 out of 5 stars","Verified Purchase"
"1723","adidas-Mens-ENT22-Shorts-Black","Sporthose","KKW","Leider habe ich zu groß bestellt. An der Qualität habe ich nichts aus zu setzen.","Reviewed in Germany on 30 January 2024","5.0 out of 5 stars","Verified Purchase"
"1724","adidas-Mens-ENT22-Shorts-Black","Pantaloncini","michele d'alessandro","Un pelo più stretti rispetto alla taglia originale ma ottimo prodotto","Reviewed in Italy on 21 January 2024","4.0 out of 5 stars","Verified Purchase"
"1725","adidas-Mens-ENT22-Shorts-Black","Shorts Adidas","A.","Qualità adidas, 100% poliestere. Ottimo, con laccetto interno, bello doppio e resistente.Sono alto 183x85kg(palestrato) e ho preso una M per avere un effetto un po' più sagomato. Veste un po' largo quindi direi, se vi piace che sia ""comodo""(che è come è stato concepito) prendete la vostra taglia.","Reviewed in Italy on 20 November 2023","5.0 out of 5 stars","Verified Purchase"
"1726","adidas-Mens-ENT22-Shorts-Black","Ok","Antonio Peralta","Ottimo qualità prezzo","Reviewed in Italy on 23 December 2023","4.0 out of 5 stars","Verified Purchase"
"1727","adidas-Mens-ENT22-Shorts-Black","Comodi","Tia","Ben fatti","Reviewed in Italy on 22 December 2023","4.0 out of 5 stars","Verified Purchase"
"1728","adidas-Mens-ENT22-Shorts-Black","Come se non ci fossero","Andrea Mameli","Perfetti in palestra, comodissimi.","Reviewed in Italy on 23 January 2024","4.0 out of 5 stars","Verified Purchase"
"1729","adidas-Mens-ENT22-Shorts-Black","good","Awsome reviewer","good feel, confirtable","Reviewed in Germany on 21 January 2024","5.0 out of 5 stars","Verified Purchase"
"1730","adidas-Mens-ENT22-Shorts-Black","Ottimo rapporto prezzo qualità","maurizio","Ottimo rapporto prezzo qualità","Reviewed in Italy on 12 December 2023","4.0 out of 5 stars","Verified Purchase"
"1731","adidas-Mens-ENT22-Shorts-Black","buena calidad","georgi","son muy buena calidad son finitos justo para hacer deporte lo que busco en unos pantalones","Reviewed in Spain on 26 November 2023","4.5 out of 5 stars","Verified Purchase"
"1732","adidas-Mens-ENT22-Shorts-Black","Muito bom","AMZ Customer","Muito bom","Reviewed in Spain on 6 January 2024","4.0 out of 5 stars","Verified Purchase"
"1733","adidas-Mens-ENT22-Shorts-Black","Fantastico","Cliente Amazon","La spedizione nei tempi previsti, i pantaloncini si presentano in una scatola Amazon dentro un sacchettino trasparente dell’ Adidas, il colore è bellissimo, dalla foto il grigio sembrava più “smorto” invece è bello pieno e intenso, davvero belli! Molto soddisfatta","Reviewed in Italy on 13 December 2023","5.0 out of 5 stars","Verified Purchase"
"1734","adidas-Mens-ENT22-Shorts-Black","Prezzo top","Erica","Ottimo rapporto qualità prezzo,presi in sconto","Reviewed in Italy on 8 January 2024","5.0 out of 5 stars","Verified Purchase"
"1735","adidas-Mens-ENT22-Shorts-Black","Qualität gut","Simon","Qualität sehr gut aber da der Stoff Recht dünn ist dringt der Schweiß da leicht durch 😅","Reviewed in Germany on 30 December 2023","5.0 out of 5 stars","Verified Purchase"
"1736","adidas-Mens-ENT22-Shorts-Black","Pflegeleicht","Mike Boroncelli","Praktisch, funktionell und schnelltrocknend. Ideal zum Trainieren im Fitnessstudio.","Reviewed in Germany on 19 December 2023","5.0 out of 5 stars","Verified Purchase"
"1737","adidas-Mens-ENT22-Shorts-Black","Perfectos","Nico","Talla perfecta","Reviewed in Spain on 31 December 2023","4.0 out of 5 stars","Verified Purchase"
"1738","adidas-Mens-ENT22-Shorts-Black","Es un básico tela para verano","Cliente Amazon","Es un regalo no puedo saber si cumple o lo lo deseado hasta navidades q lo entregue","Reviewed in Spain on 8 December 2023","5.0 out of 5 stars","Verified Purchase"
"1739","adidas-Mens-ENT22-Shorts-Black","Bonito","Ross","Muy bien para verano","Reviewed in Spain on 18 December 2023","5.0 out of 5 stars","Verified Purchase"
"1740","adidas-Mens-ENT22-Shorts-Black","Gute Qualitat","Amazon Kunde","Mein Sohn ist sehr zufrieden","Reviewed in Germany on 27 December 2023","5.0 out of 5 stars","Verified Purchase"
"1741","adidas-Mens-ENT22-Shorts-Black","Gut","Anni :)","Gute Qualität und Verarbeitung.Gut für den Sportunterricht","Reviewed in Germany on 31 December 2023","4.5 out of 5 stars","Verified Purchase"
"1742","adidas-Mens-ENT22-Shorts-Black","Passt","Pit","Gute Qualität. Passt super","Reviewed in Germany on 29 November 2023","5.0 out of 5 stars","Verified Purchase"
"1743","adidas-Mens-ENT22-Shorts-Black","buono","Roby","Buon prodotto anche se si è rovinato abbastanza subito. Leggero e di buon colore peccato per i fili che si sfilano. In complesso se non fosse per il prezzo un tantino alto lo comprerei di nuovo","Reviewed in Italy on 11 October 2023","4.0 out of 5 stars","Verified Purchase"
"1744","adidas-Mens-ENT22-Shorts-Black","Molto bello","Walter","Tutto perfetto 👍👍","Reviewed in Italy on 23 December 2023","4.0 out of 5 stars","Verified Purchase"
"1745","adidas-Mens-ENT22-Shorts-Black","Pantalones deportivos Adidas","Josu","No me ha gustado que no lleve bolsillos en los laterales al igual que otros que compré al mismo precio. Por lo demás bien","Reviewed in Spain on 30 January 2024","5.0 out of 5 stars","Verified Purchase"
"1746","adidas-Mens-ENT22-Shorts-Black","Wie angegossen","Simon","Passt wie angossen und ist top für den Sport an warmen Tagen.","Reviewed in Germany on 13 December 2023","3.0 out of 5 stars","Verified Purchase"
"1747","adidas-Mens-ENT22-Shorts-Black","nice fitting","Adidas101","nice fitting smooth","Reviewed in Germany on 19 December 2023","5.0 out of 5 stars","Verified Purchase"
"1748","adidas-Mens-ENT22-Shorts-Black","sitzt gut, Qualität des Stoffes ist oke.","Amazon Kunde","Schnitt ist gut, Stoff ist okay. Insgesamt zufriedenstellend","Reviewed in Germany on 11 November 2023","5.0 out of 5 stars","Verified Purchase"
"1749","adidas-Mens-ENT22-Shorts-Black","Schlichte Hose ohne Taschen von guter Qualität","Marcy Jackson","Die gelieferte Hose, ist vom Design her schlicht aber die Qualität ist sehr gut.","Reviewed in Germany on 3 December 2023","4.0 out of 5 stars","Verified Purchase"
"1750","adidas-Mens-ENT22-Shorts-Black","Agréable","Allo le monde !!!!!","Sa conception légère et respirante offre un grand confort pendant mes activités sportives. De plus, le style classique d'Adidas ajoute une touche de modernité à mon look athlétique. Je le recommande vivement pour ceux qui recherchent un short alliant confort et style.","Reviewed in France on 9 July 2023","5.0 out of 5 stars","Verified Purchase"
"1751","Champion-Pockets-Granite-Heather-4X-Large",NA,"Amazon Customer","I like them they're comfortable and long enough but not too long. They do make me feel like my ass crack is always showing though. Still great especially for the price.","Reviewed in Australia on 31 December 2023","4.3 out of 5 stars","Verified Purchase"
"1752","Champion-Pockets-Granite-Heather-4X-Large",NA,"Michael Stacey","great in warmer weather although could  be cut a bit less baggy","Reviewed in Australia on 9 August 2020","5.0 out of 5 stars","Verified Purchase"
"1753","Champion-Pockets-Granite-Heather-4X-Large",NA,"Connor","cut is way too large, defiantly order 1 size down, fabric lacks quality for the money that was paid.","Reviewed in Australia on 24 August 2021","3.0 out of 5 stars","Verified Purchase"
"1754","Champion-Pockets-Granite-Heather-4X-Large",NA,"Trevor Pierce","The multi coloured red band which which is so attractive in the photos has been replaced by a plain black elastic waistbandMaterial also looks cheap","Reviewed in Australia on 11 October 2020","5.0 out of 5 stars","Verified Purchase"
"1755","Champion-Pockets-Granite-Heather-4X-Large",NA,"Ada Di Gian","Took them out of the bag and noticed that the interlocked thread was just there and not incorporated in the banding.  My guess is when they were sewing in the elastic band, the bobbin thread had run out because I can see the double punch but there isn’t any thread on the backside.These used to be quite goodly made, when they switched to the exposed elastic against the skin instead of seeing it into the top hem, the quality went downhill im afraid.","Reviewed in Australia on 25 April 2021","4.0 out of 5 stars","Verified Purchase"
"1756","Champion-Pockets-Granite-Heather-4X-Large",NA,"Tony","Just as expected but maybe a little to large compared to european sizes, by the way very comfortable and feel nice when wearing it, indeed I have ordered another pair.","Reviewed in Australia on 21 April 2023","3.0 out of 5 stars","Verified Purchase"
"1757","Champion-Pockets-Granite-Heather-4X-Large",NA,"Curtie","Too big","Reviewed in Australia on 20 October 2021","1.0 out of 5 stars","Verified Purchase"
"1758","Champion-Pockets-Granite-Heather-4X-Large",NA,"Curtie","Great shorts. However, the size is more like 5xl instead of being 3xl.Be aware when ordering and probably order two sizes smaller!","Reviewed in Australia on 3 November 2020","1.0 out of 5 stars","Verified Purchase"
"1759","Champion-Pockets-Granite-Heather-4X-Large",NA,"Lastore","Cheap stitching that has frayed already. Was straight navy not red and blue as pictured","Reviewed in Australia on 22 January 2020","1.0 out of 5 stars","Verified Purchase"
"1760","Champion-Pockets-Granite-Heather-4X-Large",NA,"Jeff Bezos","Great shorts with a good fit and a fair price. Very comfortable to wear!","Reviewed in Australia on 8 November 2019","5.0 out of 5 stars","Verified Purchase"
"1761","Champion-Pockets-Granite-Heather-4X-Large",NA,"Amazon Customer","Well made, 100% cotton knit, so stretchy and comfortable for exercise or lounging.","Reviewed in Australia on 31 December 2023","4.3 out of 5 stars","Verified Purchase"
"1762","Champion-Pockets-Granite-Heather-4X-Large",NA,"Michael Stacey","Fit was way too big... brought a large would only just for if ur an XL","Reviewed in Australia on 9 August 2020","5.0 out of 5 stars","Verified Purchase"
"1763","Champion-Pockets-Granite-Heather-4X-Large",NA,"George","Fits good.","Reviewed in Australia on 19 May 2021","3.0 out of 5 stars","Verified Purchase"
"1764","Champion-Pockets-Granite-Heather-4X-Large",NA,"Elijah","Good baggy fit and very comfy material","Reviewed in Australia on 12 July 2020","5.0 out of 5 stars","Verified Purchase"
"1765","Champion-Pockets-Granite-Heather-4X-Large",NA,"Damien Henson","Comfortable and looks pretty good too!","Reviewed in Australia on 29 August 2021","2.0 out of 5 stars","Verified Purchase"
"1766","Champion-Pockets-Granite-Heather-4X-Large",NA,"Zara","Strong fabric like a jersey... not much stretch  ok","Reviewed in Australia on 7 November 2020","5.0 out of 5 stars","Verified Purchase"
"1767","Champion-Pockets-Granite-Heather-4X-Large",NA,"Paul Meikle","Exactly as advertised","Reviewed in Australia on 6 December 2020","5.0 out of 5 stars","Verified Purchase"
"1768","Champion-Pockets-Granite-Heather-4X-Large",NA,"Lorraine Madigan-Trowse","Home ware","Reviewed in Australia on 28 April 2020","5.0 out of 5 stars","Verified Purchase"
"1769","Champion-Pockets-Granite-Heather-4X-Large",NA,"marvinlamond","Too Large. Horrible scratchy fabric.","Reviewed in Australia on 29 December 2020","5.0 out of 5 stars","Verified Purchase"
"1770","Champion-Pockets-Granite-Heather-4X-Large",NA,"Amazon Customer","These shorts are absolutely terrible. I just threw them in the bin. I couldn't even be bothered to return them.The material is horrible. They're like an old pair of school uniform shorts but worse.They aren't jersey material at all.Worst Amazon purchase yet,","Reviewed in Australia on 6 January 2021","5.0 out of 5 stars",NA
"1771","Champion-Pockets-Granite-Heather-4X-Large","They do their job","Amazon Customer","go a size down,i should have brought 2xlarge instead of 3xlarge.the cord is strange 2.","Reviewed in Australia on 31 December 2023","4.3 out of 5 stars","Verified Purchase"
"1772","Champion-Pockets-Granite-Heather-4X-Large","Seems very well made","Michael Stacey","I got these,not my girl,BUT,she loves em too,,so don’t be like A Tate,girls are awesome,and so are these shorts!;)","Reviewed in Australia on 9 August 2020","5.0 out of 5 stars","Verified Purchase"
"1773","Champion-Pockets-Granite-Heather-4X-Large",NA,"Graeme","Brought 4 hubby after Melbourne lock down happy man","Reviewed in Australia on 1 April 2022","3.0 out of 5 stars","Verified Purchase"
"1774","Champion-Pockets-Granite-Heather-4X-Large",NA,"Dusko Males","Nice comfy shorts","Reviewed in Australia on 29 January 2023","1.0 out of 5 stars","Verified Purchase"
"1775","Champion-Pockets-Granite-Heather-4X-Large",NA,"Rose","Purchased as a gift with matching hoody. Good quality.","Reviewed in Australia on 23 November 2020","5.0 out of 5 stars","Verified Purchase"
"1776","Champion-Pockets-Granite-Heather-4X-Large",NA,"Rose","5 stars.","Reviewed in Australia on 30 January 2021","5.0 out of 5 stars","Verified Purchase"
"1777","Champion-Pockets-Granite-Heather-4X-Large",NA,"toni1521","I bought this for my daughter that fit well and a comfortable.","Reviewed in Australia on 1 January 2022","5.0 out of 5 stars","Verified Purchase"
"1778","Champion-Pockets-Granite-Heather-4X-Large",NA,"Steve K","A bit bigger than expected but bonus having the drawstring. My son is a small in most clothes and these are still quite big around the waist for him without using the cord. Wash well and comfy","Reviewed in Australia on 8 July 2021","5.0 out of 5 stars","Verified Purchase"
"1779","Champion-Pockets-Granite-Heather-4X-Large",NA,"damian b.","I like the fact that these shorts are actually made of cotton, unlike others on the market. Quality feels good but ask me again in a couple of years and I will tell you how they have coped with repeated washes.","Reviewed in Australia on 13 September 2020","5.0 out of 5 stars","Verified Purchase"
"1780","Champion-Pockets-Granite-Heather-4X-Large",NA,"Fiona Blaney","These are my new favorite workout shorts!","Reviewed in Australia on 31 December 2022","5.0 out of 5 stars",NA
"1781","Champion-Pockets-Granite-Heather-4X-Large","Sello Godin de Oro","Amazon Customer","TLDR: Excelentes shorts de uso diario, no son apretados ni tan sueltos, vienen de la talla correcta y aguantan lavada tras lavada sin perder la forma ni el color. Un producto que vale más de lo que cuesta.Actualización 19/04/2020: Estamos en cuarentena por el COVID-19 y estos shorts siguen como nuevos, es mas, necesito 3 pares nuevos para los otros días.Mis estándares para shorts “deportivos” son muy simples. Para empezar no soy un atleta, soy Godin común y corriente que lo primero que hace al llegar a la casa es ponerse este tipo de shorts para ver Netflix, usar la computadora o la consola para relajarme un rato. Mi experiencia en relajamiento post trabajo me ha llevado a apreciar la ropa deportiva como la más adecuada para sentarse cómodamente en un sofá.Después de varios meses de uso puedo decir que son shorts de gran calidad, la talla es la correcta y no son ajustados ni de la cintura, entrepierna ni del muslo — tampoco quiere decir que son súper sueltos, simplemente son perfectos.Lo primero que pensé al comprarlos es que perderían el color después de la tercera lavada —venga, por el precio, dudo que sea el único que pensó esto, pero fue una grata sorpresa ver que no han cambiado en lo más mínimo, y ya van varias. Aguantan el uso rudo de la lavadora y la secadora sin ningún problema de estiramientos, desgarre o perdida de color.Un gran plus es que no son nada calurosos, viviendo en el puerto de Veracruz esto es algo muy importante.Es un producto que sinceramente vale más de lo que cuesta y sinceramente no te arrepentirás.","Reviewed in Australia on 31 December 2023","4.3 out of 5 stars","Verified Purchase"
"1782","Champion-Pockets-Granite-Heather-4X-Large","Short décontracté","Michael Stacey","Produit agréable à porter","Reviewed in Australia on 9 August 2020","5.0 out of 5 stars","Verified Purchase"
"1783","Champion-Pockets-Granite-Heather-4X-Large","Great casual shorts for exercise.","Emilio Alcolea","Comfortable material and non restricting.","Reviewed in Mexico on 21 October 2019","3.0 out of 5 stars","Verified Purchase"
"1784","Champion-Pockets-Granite-Heather-4X-Large","BUONI E SPORTIVI","FOLIO Laurent","sono pantaloncini da allenamento","Reviewed in France on 27 November 2023","5.0 out of 5 stars","Verified Purchase"
"1785","Champion-Pockets-Granite-Heather-4X-Large","Great quality, fits a little large.","Elvin tan","I usually purchase XL shorts, and often they're still a little tight on certain areas. These were a pleasant surprise. The length of the legs are a little short, stopping at just above the knee, but the fit itself is great and the waist actually fits loose compared to other XL shorts. The quality is very good and the pockets are large and snug.I plan on buying more of these, although I might need to go down to an L instead of getting more XLs. I'm not sure. The shorts stretch out well but you can't really tighten them, as the elastic band is kept on the inside of the shorts and isn't two separate cords that can be easily tied together. Going down a size may be necessary.","Reviewed in Singapore on 27 August 2023","4.0 out of 5 stars","Verified Purchase"
"1786","Champion-Pockets-Granite-Heather-4X-Large","Empfehlenswert","guido leonardo celsi","Gut","Reviewed in Italy on 13 August 2023","5.0 out of 5 stars","Verified Purchase"
